,Name,Sex,Date of Birth,Age,Height (inches),Weight (lb),Class Year,Major,School,"Grade in ""Intro to python""","Grade in ""Intro to Stats""",Final Data Science Grade
18629,Catherine Wood,1,1994-03-17,29,65.0,130,2016,University of Notre Dame,Computer Science & Engineering,D,"""85.1""",86.4
18630,William Miller,2,1997-01-21,26,72.0,150,2019,University of Wisconsin,Theology,,"""76.1""",80.5
18631,Jonathan Hawkins,0,2002-02-14,21,70.0,175,2024,University of Wisconsin,Computer Science & Engineering,A,"""92.2""",89.3
18632,Samuel Nichols,2,1993-03-15,30,69.0,170,2015,St. Joseph's University,Computer Science & Engineering,Pass,"""83.9""",85.9
18633,Michael Copeland,0,1999-11-18,24,70.0,155,2021,University of Illinois,Computer Science & Engineering,D,"""89.3""",78.2
18634,Michael Williams,0,2000-09-05,23,70.0,155,2022,Duke University,Computer Science & Engineering,C,"""70.3""",83.4
18635,Sandra Cook,1,2002-10-12,21,64.0,115,2024,Michigan State University,Computer Science & Engineering,A,"""86.7""",79.8
18636,Sarah Jackson,1,1997-06-21,26,62.0,105,2019,University of Nebraska,Computer Science & Engineering,Pass,"""74.6""",78.6
18637,Melanie Bryant,2,1993-11-16,30,69.0,170,2015,UCLA,Computer Science & Engineering,B,"""85.0""",95.7
18638,Jonathan Thomas,0,1993-06-13,30,70.0,165,2015,UCLA,Theology,,"""83.4""",81.4
18639,Joseph Moore,0,1994-12-12,29,69.0,160,2016,University of Illinois,Math,,"""89.5""",91.2
18640,Lee Shannon,0,1999-04-05,24,68.0,150,2021,Duke University,Computer Science & Engineering,B,"""92.8""",87.1
18641,Troy Tate,0,1995-01-20,28,66.0,165,2017,Stanford University,Computer Science & Engineering,D,"""87.2""",71.4
18642,Kristy Sanders,2,1999-01-24,24,70.0,145,2021,University of Michigan (boo),ACMS,B,"""79.9""",84.0
18643,Eric Pena,2,1997-12-29,26,65.0,110,2019,University of Alabama,Computer Science & Engineering,F,"""92.9""",85.5
18644,Christopher Jacobson,0,2002-05-15,21,72.0,180,2024,MIT,Computer Science & Engineering,B,"""89.3""",80.9
18645,Amy Hall,1,2002-02-15,21,65.0,125,2024,Stanford University,Theology,,"""89.1""",84.3
18646,Kimberly Mcgrath,2,1996-08-01,27,69.0,150,2018,Harvard University,Computer Science & Engineering,C,"""92.6""",80.9
18647,William Carter,2,1993-06-14,30,165.0,115,2015,UCLA,Computer Science & Engineering,B,"""92.1""",80.9
18648,Robert Arnold,0,1992-08-05,31,72.0,170,2014,University of Nebraska,Theology,,"""85.1""",92.8
18649,Catherine Coleman,2,1995-01-26,28,68.0,165,2017,Marquette University,ACMS,,"""83.7""",77.4
18650,Lindsay Clark,2,1992-05-18,31,65.0,150,2014,Purdue,Computer Science & Engineering,A,"""80.5""",82.1
18651,Ryan Schmidt,0,2003-07-31,20,66.0,165,2025,St. Joseph's University,Computer Science & Engineering,Pass,"""83.5""",87.1
18652,James Blanchard,0,1996-04-03,27,69.0,155,2018,University of Florida,Computer Science & Engineering,A,"""99.2""",81.4
18653,Jennifer Owens,1,2001-02-25,22,63.0,115,2023,Michigan State University,Electrical Engineering,,"""88.9""",76.2
18654,Robert Martinez,2,2000-03-16,23,71.0,170,2022,University of Alabama,Computer Science & Engineering,B,"""71.6""",100.0
18655,Ronald Boyd,0,1997-07-13,26,69.0,150,2019,St. Joseph's University,Computer Science & Engineering,Pass,"""92.8""",91.5
18656,Wendy Kelly,1,1992-10-29,31,61.0,120,2014,University of Alabama,Electrical Engineering,C,"""97.7""",85.3
18657,Chelsea Lewis,1,1999-02-04,24,65.0,110,2021,University of Michigan (boo),Computer Science & Engineering,B,"""96.6""",72.3
18658,David Carter,0,1995-02-06,28,71.0,150,2017,UMBC,Math,,"""89.7""",84.5
18659,Joseph Nelson,0,2001-06-05,22,62.0,130,2023,University of Florida,Computer Science & Engineering,B,"""84.9""",84.3
18660,Michael Mclean,2,1994-12-28,29,72.0,170,2016,Harvard University,Computer Science & Engineering,B,"""82.7""",87.2
18661,Kathryn Rodriguez,1,1992-08-04,31,64.0,135,2014,UMBC,Computer Science & Engineering,Pass,"""96.4""",91.8
18662,Dana Guzman,1,1997-09-01,26,65.0,110,2019,University of Michigan (boo),Computer Science & Engineering,C,"""84.7""",90.3
18663,Scott Bean,2,1993-03-12,30,,170,2015,University of Florida,Computer Science & Engineering,C,"""78.8""",82.3
18664,Ryan Wolfe,2,2003-08-23,20,64.0,130,2025,UCLA,ACMS,F,"""88.1""",71.4
18665,Diana Sanchez,1,2001-05-02,22,64.0,130,2023,Brown University,Computer Science & Engineering,C,"""80.1""",100.0
18666,Shannon Salas,2,1994-02-13,29,66.0,165,2016,University of Illinois,Computer Science & Engineering,D,"""78.1""",80.9
18667,Samantha Johnson,1,1999-01-23,24,64.0,120,2021,Harvard University,Computer Science & Engineering,A,"""91.3""",96.9
18668,Jessica Brown,1,2000-01-03,23,63.0,120,2022,University of Florida,ACMS,,"""81.9""",85.1
18669,Eric Hanson,0,2003-04-13,20,,175,2025,Harvard University,Math,,"""78.0""",85.6
18670,Benjamin Smith,0,1993-12-23,30,66.0,140,2015,MIT,Computer Science & Engineering,B,"""91.8""",96.9
18671,Rebecca Johnson,1,1996-06-27,27,61.0,110,2018,Purdue,Computer Science & Engineering,B,"""82.7""",89.3
18672,Julie Hall,2,1997-03-16,26,69.0,145,2019,University of Alabama,Electrical Engineering,,"""83.2""",83.9
18673,Richard Taylor,2,1999-10-12,24,72.0,180,2021,University of Michigan (boo),Computer Science & Engineering,B,"""86.8""",98.2
18674,Krista Ramos,1,2001-12-22,22,65.0,115,2023,MIT,Computer Science & Engineering,D,"""87.1""",75.2
18675,Larry Ramirez,2,1995-10-19,28,62.0,160,2017,Holy Cross College,Theology,A,"""75.4""",93.6
18676,Melissa Williams,1,1999-05-14,24,63.0,105,2021,Harvard University,Electrical Engineering,,"""96.8""",70.7
18677,Kenneth Miller,0,1998-07-19,25,68.0,170,2020,Duke University,Computer Science & Engineering,D,"""84.1""",63.9
18678,Robert Williams,2,1997-03-12,26,167.0,140,2019,Duke University,Computer Science & Engineering,B,"""86.8""",96.2
18679,Rebekah Thompson,2,2001-12-28,22,70.0,150,2023,University of Michigan (boo),Computer Science & Engineering,C,"""95.9""",78.7
18680,Lisa Burns,1,1997-09-08,26,61.0,100,2019,University of Alabama,Computer Science & Engineering,A,"""81.8""",84.3
18681,Kenneth Smith,2,1997-10-17,26,172.0,170,2019,MIT,Theology,B,"""83.0""",83.9
18682,Anthony Ramirez,0,1995-09-24,28,65.0,150,2017,Duke University,ACMS,,"""88.2""",86.1
18683,John Morton,0,2003-08-31,20,69.0,160,2025,St. Joseph's University,Computer Science & Engineering,Pass,"""77.2""",86.2
18684,Mark Mejia,0,1996-12-05,27,67.0,170,2018,Brown University,Computer Science & Engineering,A,"""85.7""",89.7
18685,Michael Brewer,0,1993-10-24,30,71.0,180,2015,Holy Cross College,Computer Science & Engineering,B,"""95.8""",92.8
18686,William Gallegos,0,1996-08-16,27,67.0,160,2018,Holy Cross College,Computer Science & Engineering,A,"""90.3""",100.0
18687,Bruce Payne,2,1998-09-02,25,,175,2020,University of Florida,Theology,,"""81.3""",93.4
18688,Evan Perez,0,1992-04-06,31,70.0,160,2014,University of Florida,Computer Science & Engineering,F,"""86.0""",85.6
18689,Angela Mitchell,1,2000-02-11,23,63.0,130,2022,USC,Computer Science & Engineering,F,"""88.1""",81.8
18690,April Jones,2,1999-07-18,24,69.0,155,2021,University of Notre Dame,Computer Science & Engineering,C,"""90.1""",73.5
18691,Sandra Chang,2,1994-07-13,29,72.0,170,2016,University of Alabama,Computer Science & Engineering,B,"""85.3""",75.1
18692,Brian Miller,0,1995-08-19,28,,185,2017,MIT,Computer Science & Engineering,A,"""81.4""",80.6
18693,Heather Yates,1,1994-07-16,29,67.0,135,2016,University of Michigan (boo),Electrical Engineering,,"""73.2""",74.7
18694,Elijah Meadows,0,2001-07-12,22,66.0,160,2023,UMBC,Computer Science & Engineering,Pass,"""76.3""",82.2
18695,Anthony Williams,0,2002-12-05,21,72.0,155,2024,Holy Cross College,Computer Science & Engineering,F,"""100""",84.3
18696,Matthew Moses,0,2002-04-23,21,70.0,175,2024,Harvard University,Computer Science & Engineering,B,"""82.5""",80.6
18697,Sharon Curtis,1,1997-12-31,26,63.0,110,2019,UMBC,Theology,Pass,"""80.5""",78.4
18698,Julie Prince,2,1996-04-23,27,59.0,115,2018,University of Wisconsin,Computer Science & Engineering,F,"""85.7""",78.8
18699,George Lewis,2,2002-07-23,21,69.0,160,2024,USC,Computer Science & Engineering,F,"""87.0""",80.6
18700,Michele Hammond,1,2000-01-31,23,60.0,105,2022,UCLA,Computer Science & Engineering,B,"""96.7""",77.1
18701,Rhonda Thompson,1,2001-04-16,22,62.0,135,2023,UMBC,Computer Science & Engineering,Fail,"""74.2""",84.6
18702,Tiffany Fowler,2,1992-10-02,31,67.0,155,2014,University of Notre Dame,Computer Science & Engineering,A,"""83.2""",84.0
18703,Mariah Robertson,1,1995-03-27,28,64.0,110,2017,University of Wisconsin,Math,,"""84.8""",90.6
18704,John Matthews,0,2001-01-12,22,71.0,165,2023,University of Nebraska,Computer Science & Engineering,Fail,"""84.0""",88.5
18705,Lynn Wheeler,1,2001-10-25,22,62.0,110,2023,Brown University,Computer Science & Engineering,A,"""95.5""",78.7
18706,Angela Wang,2,2000-11-15,23,68.0,150,2022,Marquette University,Computer Science & Engineering,Fail,"""86.3""",84.9
18707,Marvin Tran,0,1999-08-08,24,68.0,160,2021,University of Illinois,Math,B,"""82.2""",74.2
18708,Carla Watkins,1,1995-05-16,28,60.0,100,2017,Harvard University,Computer Science & Engineering,F,"""83.3""",85.7
18709,Stephen Johnson,2,1992-08-18,31,167.0,155,2014,St. Joseph's University,Computer Science & Engineering,Pass,"""84.3""",70.0
18710,Douglas Thomas,2,2002-11-22,21,,160,2024,USC,Computer Science & Engineering,C,"""83.9""",75.7
18711,Meghan Gonzalez,1,2000-04-30,23,62.0,105,2022,Duke University,Theology,,"""90.0""",75.1
18712,Paige Aguilar,2,2003-10-31,20,63.0,130,2025,MIT,Computer Science & Engineering,D,"""80.4""",81.6
18713,Richard Green,2,1997-06-02,26,62.0,115,2019,Stanford University,Computer Science & Engineering,C,"""73.0""",96.0
18714,Julie Mullins,1,2002-07-01,21,65.0,135,2024,University of Wisconsin,Computer Science & Engineering,B,"""81.7""",74.2
18715,Andrew Thomas,0,1998-08-01,25,65.0,145,2020,University of Nebraska,Computer Science & Engineering,Pass,"""76.5""",88.3
18716,Dustin Lara,0,1992-08-12,31,70.0,160,2014,Brown University,Theology,,"""79.1""",82.4
18717,Jeremy Gibson,0,2003-10-21,20,71.0,155,2025,St. Joseph's University,Computer Science & Engineering,Pass,"""83.5""",83.8
18718,Crystal Lewis,1,2002-11-30,21,61.0,110,2024,USC,Computer Science & Engineering,C,"""93.7""",82.9
18719,Scott Webb,0,1998-10-07,25,67.0,145,2020,UMBC,Computer Science & Engineering,Pass,"""63.4""",79.7
18720,Colleen Mcguire,1,2002-12-21,21,64.0,120,2024,University of Florida,Computer Science & Engineering,F,"""76.6""",80.2
18721,Dawn Brown,2,1994-03-03,29,,165,2016,Marquette University,Theology,,"""85.5""",97.6
18722,Angela Ingram,1,1997-08-02,26,67.0,110,2019,University of Alabama,Computer Science & Engineering,B,"""81.5""",83.6
18723,Debra White,1,1993-09-15,30,64.0,120,2015,University of Wisconsin,ACMS,,"""79.2""",93.6
18724,Nancy Edwards,1,2001-11-29,22,64.0,135,2023,Michigan State University,ACMS,,"""88.7""",77.6
18725,Derek Sanchez,0,2003-04-19,20,64.0,140,2025,Harvard University,Computer Science & Engineering,D,"""81.8""",99.8
18726,Julia Osborne,1,1992-11-04,31,66.0,120,2014,St. Joseph's University,Computer Science & Engineering,Pass,"""78.2""",68.0
18727,Dustin Gonzalez,0,1996-08-28,27,70.0,145,2018,University of Michigan (boo),ACMS,,"""88.9""",87.5
18728,Marcus King,0,1994-05-06,29,70.0,145,2016,USC,Computer Science & Engineering,B,"""94.8""",75.9
18729,Douglas Adams,2,2001-09-11,22,66.0,120,2023,Michigan State University,Computer Science & Engineering,B,"""77.8""",87.5
18730,Rebecca Bennett,2,1994-02-11,29,69.0,175,2016,St. Joseph's University,Computer Science & Engineering,Pass,"""94.9""",86.5
18731,Allison Stevens,1,1992-07-07,31,66.0,120,2014,Purdue,Theology,,"""75.0""",85.8
18732,Lindsey Smith,2,1998-05-26,25,,160,2020,MIT,Computer Science & Engineering,C,"""78.0""",82.5
18733,Douglas Lowe,0,1997-12-28,26,69.0,160,2019,MIT,Computer Science & Engineering,B,"""79.0""",68.3
18734,Evan Mcguire,2,1995-05-28,28,64.0,135,2017,University of Wisconsin,Theology,,"""85.8""",79.5
18735,Victor York,0,2001-10-31,22,67.0,150,2023,Michigan State University,Computer Science & Engineering,B,"""82.2""",87.1
18736,Christopher Adams,0,1996-10-27,27,69.0,150,2018,St. Joseph's University,Computer Science & Engineering,Pass,"""90.8""",84.4
18737,Monica Vargas,1,2002-10-30,21,64.0,120,2024,UMBC,Math,,"""78.4""",81.2
18738,Rebecca Powers,2,1995-01-27,28,68.0,165,2017,MIT,Computer Science & Engineering,C,"""92.8""",87.8
18739,Ashley Dorsey,1,2002-08-22,21,61.0,130,2024,Stanford University,Computer Science & Engineering,B,"""79.7""",81.0
18740,Christopher Whitehead,2,1998-02-06,25,62.0,115,2020,Duke University,Computer Science & Engineering,B,"""94.1""",83.4
18741,Mary Davis,2,1994-04-15,29,69.0,145,2016,Stanford University,Computer Science & Engineering,D,"""91.6""",86.3
18742,Lisa Swanson,1,2003-03-08,20,64.0,130,2025,MIT,Theology,,"""82.2""",82.6
18743,Edward Lawrence,2,1999-10-07,24,70.0,150,2021,MIT,Computer Science & Engineering,A,"""90.0""",90.6
18744,Jorge Gonzalez,2,1995-11-07,28,71.0,180,2017,University of Illinois,Computer Science & Engineering,D,"""93.9""",81.6
18745,Courtney Dixon,1,1992-06-02,31,64.0,135,2014,Duke University,Computer Science & Engineering,C,"""96.1""",81.4
18746,Kaitlyn Estes,2,1992-08-24,31,70.0,170,2014,St. Joseph's University,ACMS,,"""80.5""",82.6
18747,Shannon Sutton,1,1998-09-12,25,61.0,130,2020,University of Illinois,Computer Science & Engineering,D,"""87.4""",67.7
18748,John Thomas,0,1999-01-20,24,,160,2021,Holy Cross College,Computer Science & Engineering,B,"""88.4""",95.2
18749,Amber Jordan,1,1999-04-13,24,61.0,105,2021,Holy Cross College,Computer Science & Engineering,B,"""100""",90.1
18750,Joseph Frey,0,2000-08-26,23,71.0,175,2022,St. Joseph's University,Computer Science & Engineering,Pass,"""89.0""",81.6
18751,Nicole Johnson,1,1992-06-11,31,62.0,125,2014,Michigan State University,Theology,,"""92.4""",85.6
18752,Anna Shaffer,2,1994-04-02,29,67.0,150,2016,Purdue,Theology,,"""100""",82.2
18753,Susan Lopez,1,1998-03-07,25,64.0,135,2020,University of Michigan (boo),Computer Science & Engineering,C,"""82.9""",80.9
18754,Sara Barrett,1,1992-02-03,31,65.0,125,2014,Marquette University,Computer Science & Engineering,Pass,"""79.8""",90.1
18755,Kaitlyn Mason,1,1998-10-14,25,64.0,105,2020,Stanford University,Computer Science & Engineering,A,"""81.7""",83.4
18756,Wesley Mcdonald,0,2003-06-29,20,64.0,135,2025,University of Nebraska,Computer Science & Engineering,Pass,"""84.0""",86.4
18757,Nicole Jacobs,1,2002-03-03,21,63.0,125,2024,University of Illinois,Computer Science & Engineering,D,"""96.2""",83.7
18758,Jeffrey Khan,0,2001-03-03,22,72.0,165,2023,University of Illinois,Computer Science & Engineering,B,"""85.1""",82.9
18759,Janet Alexander,1,1997-07-07,26,65.0,120,2019,University of Illinois,Theology,,"""86.1""",82.8
18760,Melinda Kline,2,1995-03-05,28,67.0,170,2017,Harvard University,Computer Science & Engineering,B,"""87.4""",85.5
18761,Caitlin Newman,1,1997-01-12,26,64.0,130,2019,University of Nebraska,Computer Science & Engineering,Pass,"""93.5""",74.9
18762,Melissa Soto,1,2000-11-20,23,63.0,120,2022,University of Illinois,Computer Science & Engineering,B,"""87.9""",91.6
18763,Robert Hernandez,2,2001-10-06,22,71.0,175,2023,Marquette University,Computer Science & Engineering,Fail,"""72.0""",83.3
18764,Kari Davis,1,1997-07-03,26,62.0,110,2019,Marquette University,Computer Science & Engineering,Pass,"""84.4""",89.5
18765,Maria Brown,1,1999-03-25,24,66.0,115,2021,Stanford University,Computer Science & Engineering,A,"""91.3""",74.1
18766,Lori Maxwell,2,2002-10-07,21,65.0,160,2024,Harvard University,Computer Science & Engineering,D,"""85.9""",79.2
18767,Hannah Nielsen,2,1996-01-22,27,66.0,135,2018,University of Michigan (boo),Theology,,"""85.4""",88.5
18768,Stephen Davidson,0,1993-11-05,30,67.0,155,2015,MIT,Computer Science & Engineering,A,"""90.5""",87.0
18769,Tami Owens,2,1994-10-29,29,72.0,165,2016,University of Alabama,Computer Science & Engineering,C,"""91.7""",87.3
18770,Lisa Stevenson,2,1996-07-17,27,66.0,135,2018,University of Wisconsin,Theology,,"""78.6""",94.0
18771,John White,0,1997-08-14,26,,155,2019,Purdue,ACMS,,"""82.5""",81.9
18772,Donna White,1,1996-11-14,27,61.0,120,2018,Purdue,Math,,"""91.6""",91.1
18773,Nathaniel Li,2,1998-10-31,25,68.0,170,2020,Marquette University,Computer Science & Engineering,Pass,"""88.5""",83.4
18774,Jennifer Miller,1,1999-05-14,24,64.0,110,2021,St. Joseph's University,Computer Science & Engineering,Pass,"""69.7""",87.8
18775,Patricia Shaw,2,2001-08-16,22,62.0,110,2023,Duke University,Computer Science & Engineering,C,"""76.6""",83.9
18776,Cynthia Davis,1,2003-08-01,20,63.0,105,2025,University of Wisconsin,Computer Science & Engineering,B,"""77.0""",81.9
18777,Zachary Clark,0,1993-03-04,30,68.0,165,2015,Stanford University,Computer Science & Engineering,D,"""76.2""",82.9
18778,Robert Russell,0,1998-08-12,25,72.0,160,2020,MIT,Electrical Engineering,,"""86.8""",77.6
18779,Anthony Hamilton,0,2001-12-16,22,68.0,165,2023,University of Wisconsin,Computer Science & Engineering,D,"""100""",78.7
18780,Dana Torres,2,1999-09-02,24,71.0,180,2021,Stanford University,ACMS,B,"""77.3""",80.7
18781,Katherine Clark,1,2003-11-19,20,62.0,120,2025,Purdue,Computer Science & Engineering,B,"""86.7""",87.7
18782,Gregory Davenport,0,1993-05-17,30,68.0,160,2015,Purdue,Computer Science & Engineering,B,"""80.0""",86.2
18783,Keith Hernandez,0,1997-09-09,26,72.0,180,2019,Purdue,ACMS,,"""77.4""",96.3
18784,Brandon Hart,0,1999-11-23,24,71.0,160,2021,University of Michigan (boo),Computer Science & Engineering,D,"""78.2""",81.1
18785,Tracy Reed,2,1992-01-14,31,170.0,155,2014,University of Nebraska,Computer Science & Engineering,Pass,"""81.1""",84.6
18786,Tracy Gardner,1,1994-01-23,29,64.0,115,2016,Harvard University,Computer Science & Engineering,A,"""81.2""",74.9
18787,Madeline Sherman,1,1995-07-25,28,61.0,120,2017,University of Illinois,Computer Science & Engineering,D,"""91.4""",86.2
18788,Willie Tapia,0,1993-03-29,30,65.0,145,2015,Michigan State University,Computer Science & Engineering,D,"""81.2""",81.1
18789,Scott Marquez,2,1996-08-08,27,70.0,150,2018,St. Joseph's University,Computer Science & Engineering,Pass,"""89.2""",91.8
18790,Kevin Hill,0,1999-11-09,24,68.0,165,2021,Marquette University,Computer Science & Engineering,Pass,"""78.1""",81.2
18791,Daniel Jones,0,2001-04-17,22,68.0,140,2023,University of Nebraska,Computer Science & Engineering,Pass,"""73.1""",79.7
18792,Joan Hill,1,1992-05-15,31,65.0,130,2014,St. Joseph's University,Math,Fail,"""73.7""",85.1
18793,Dustin Pollard,2,1994-01-30,29,72.0,165,2016,Michigan State University,Computer Science & Engineering,D,"""86.9""",83.9
18794,Michael Kim,0,2002-09-30,21,70.0,150,2024,UMBC,Computer Science & Engineering,Pass,"""77.8""",83.9
18795,Elizabeth Moreno,1,1995-07-11,28,65.0,125,2017,Michigan State University,ACMS,,"""89.0""",94.4
18796,James Suarez,2,1994-06-03,29,64.0,135,2016,Holy Cross College,Computer Science & Engineering,B,"""76.1""",83.4
18797,Alex Davis,0,1992-02-26,31,71.0,150,2014,Harvard University,Math,,"""83.2""",98.0
18798,Katrina Gray,1,1997-06-21,26,62.0,115,2019,Harvard University,Electrical Engineering,,"""95.3""",90.8
18799,Anita Cox,1,1994-08-03,29,65.0,115,2016,UMBC,Computer Science & Engineering,Pass,"""84.7""",84.2
18800,Rachel Brown,2,1994-04-01,29,69.0,165,2016,Holy Cross College,Computer Science & Engineering,D,"""91.0""",89.2
18801,Keith Ortiz,0,1997-10-24,26,67.0,160,2019,Holy Cross College,Computer Science & Engineering,C,"""97.2""",90.3
